host,ip,port,protocol,title,domain,country,city,link,as_organization
https://47.76.213.245:8443,47.76.213.245,8443,https,,,CN,Hong Kong,https://47.76.213.245:8443,"Alibaba US Technology Co., Ltd."
8.219.107.135:8443,8.219.107.135,8443,http,,,SG,Singapore,http://8.219.107.135:8443,"Alibaba US Technology Co., Ltd."
https://47.76.213.245:8443,47.76.213.245,8443,https,403 Forbidden,,CN,Hong Kong,https://47.76.213.245:8443,"Alibaba US Technology Co., Ltd."
8.219.49.65:8443,8.219.49.65,8443,http,,,SG,Singapore,http://8.219.49.65:8443,"Alibaba US Technology Co., Ltd."
47.76.227.128:8443,47.76.227.128,8443,http,,,CN,Hong Kong,http://47.76.227.128:8443,"Alibaba US Technology Co., Ltd."
8.219.40.37:8443,8.219.40.37,8443,http,,,SG,Singapore,http://8.219.40.37:8443,"Alibaba US Technology Co., Ltd."
47.237.81.112:8443,47.237.81.112,8443,http,,,CN,Hong Kong,http://47.237.81.112:8443,"Alibaba US Technology Co., Ltd."
47.237.84.173:8080,47.237.84.173,8080,http,,,US,San Mateo,http://47.237.84.173:8080,"Alibaba US Technology Co., Ltd."
47.237.95.140:8443,47.237.95.140,8443,http,,,CN,Hong Kong,http://47.237.95.140:8443,"Alibaba US Technology Co., Ltd."
47.237.95.156:8443,47.237.95.156,8443,http,,,CN,Hong Kong,http://47.237.95.156:8443,"Alibaba US Technology Co., Ltd."
8.222.249.190:8880,8.222.249.190,8880,http,,,SG,Singapore,http://8.222.249.190:8880,"Alibaba US Technology Co., Ltd."
8.209.255.30:9000,8.209.255.30,9000,http,,,JP,Tokyo,http://8.209.255.30:9000,"Alibaba US Technology Co., Ltd."
8.209.255.30:9000,8.209.255.30,9000,http,,,JP,Tokyo,http://8.209.255.30:9000,"Alibaba US Technology Co., Ltd."
47.237.92.26:8080,47.237.92.26,8080,http,,,US,San Mateo,http://47.237.92.26:8080,"Alibaba US Technology Co., Ltd."
47.242.202.230:8080,47.242.202.230,8080,http,,,CN,Hong Kong,http://47.242.202.230:8080,"Alibaba US Technology Co., Ltd."
47.236.168.17:8880,47.236.168.17,8880,http,,,SG,Singapore,http://47.236.168.17:8880,"Alibaba US Technology Co., Ltd."
47.237.83.20:8080,47.237.83.20,8080,http,,,US,San Mateo,http://47.237.83.20:8080,"Alibaba US Technology Co., Ltd."
47.236.6.170:8080,47.236.6.170,8080,http,,,SG,Singapore,http://47.236.6.170:8080,"Alibaba US Technology Co., Ltd."
47.237.125.8:8880,47.237.125.8,8880,http,,,US,San Mateo,http://47.237.125.8:8880,"Alibaba US Technology Co., Ltd."
47.237.125.8:8880,47.237.125.8,8880,http,,,US,San Mateo,http://47.237.125.8:8880,"Alibaba US Technology Co., Ltd."
47.236.118.216:8080,47.236.118.216,8080,http,,,SG,Singapore,http://47.236.118.216:8080,"Alibaba US Technology Co., Ltd."
47.236.120.9:8080,47.236.120.9,8080,http,,,SG,Singapore,http://47.236.120.9:8080,"Alibaba US Technology Co., Ltd."
47.236.172.95:8080,47.236.172.95,8080,http,,,SG,Singapore,http://47.236.172.95:8080,"Alibaba US Technology Co., Ltd."
47.238.6.102:8080,47.238.6.102,8080,http,,,CN,Hong Kong,http://47.238.6.102:8080,"Alibaba US Technology Co., Ltd."
8.222.164.209:8880,8.222.164.209,8880,http,,,SG,Singapore,http://8.222.164.209:8880,"Alibaba US Technology Co., Ltd."
8.219.117.198:8880,8.219.117.198,8880,http,,,SG,Singapore,http://8.219.117.198:8880,"Alibaba US Technology Co., Ltd."
8.219.191.110:8880,8.219.191.110,8880,http,,,SG,Singapore,http://8.219.191.110:8880,"Alibaba US Technology Co., Ltd."
8.219.161.129:8880,8.219.161.129,8880,http,,,SG,Singapore,http://8.219.161.129:8880,"Alibaba US Technology Co., Ltd."
47.237.86.185:8880,47.237.86.185,8880,http,,,US,San Mateo,http://47.237.86.185:8880,"Alibaba US Technology Co., Ltd."
8.222.146.222:8880,8.222.146.222,8880,http,,,SG,Singapore,http://8.222.146.222:8880,"Alibaba US Technology Co., Ltd."
8.219.199.220:8880,8.219.199.220,8880,http,,,SG,Singapore,http://8.219.199.220:8880,"Alibaba US Technology Co., Ltd."
8.219.107.135:8880,8.219.107.135,8880,http,,,SG,Singapore,http://8.219.107.135:8880,"Alibaba US Technology Co., Ltd."
8.219.99.169:8880,8.219.99.169,8880,http,,,SG,Singapore,http://8.219.99.169:8880,"Alibaba US Technology Co., Ltd."
8.210.63.130:8080,8.210.63.130,8080,http,,,CN,Hong Kong,http://8.210.63.130:8080,"Alibaba US Technology Co., Ltd."
47.76.203.101:8080,47.76.203.101,8080,http,,,CN,Hong Kong,http://47.76.203.101:8080,"Alibaba US Technology Co., Ltd."
8.210.207.214:8880,8.210.207.214,8880,http,,,CN,Hong Kong,http://8.210.207.214:8880,"Alibaba US Technology Co., Ltd."
47.76.203.101:8080,47.76.203.101,8080,http,,,CN,Hong Kong,http://47.76.203.101:8080,"Alibaba US Technology Co., Ltd."
47.236.97.90:8880,47.236.97.90,8880,http,,,SG,Singapore,http://47.236.97.90:8880,"Alibaba US Technology Co., Ltd."
47.237.95.13:8080,47.237.95.13,8080,http,,,CN,Hong Kong,http://47.237.95.13:8080,"Alibaba US Technology Co., Ltd."
8.210.66.190:8880,8.210.66.190,8880,http,,,CN,Hong Kong,http://8.210.66.190:8880,"Alibaba US Technology Co., Ltd."
8.219.84.214:8880,8.219.84.214,8880,http,,,SG,Singapore,http://8.219.84.214:8880,"Alibaba US Technology Co., Ltd."
47.243.139.243:8880,47.243.139.243,8880,http,,,GB,Manchester,http://47.243.139.243:8880,"Alibaba US Technology Co., Ltd."
47.238.43.79:8880,47.238.43.79,8880,http,,,CN,Hong Kong,http://47.238.43.79:8880,"Alibaba US Technology Co., Ltd."
8.219.110.248:8880,8.219.110.248,8880,http,,,SG,Singapore,http://8.219.110.248:8880,"Alibaba US Technology Co., Ltd."
8.222.174.108:8880,8.222.174.108,8880,http,,,SG,Singapore,http://8.222.174.108:8880,"Alibaba US Technology Co., Ltd."
8.219.153.237:8880,8.219.153.237,8880,http,,,SG,Singapore,http://8.219.153.237:8880,"Alibaba US Technology Co., Ltd."
8.219.67.133:8880,8.219.67.133,8880,http,,,SG,Singapore,http://8.219.67.133:8880,"Alibaba US Technology Co., Ltd."
47.237.121.38:8880,47.237.121.38,8880,http,,,CN,Hong Kong,http://47.237.121.38:8880,"Alibaba US Technology Co., Ltd."
8.210.34.188:8880,8.210.34.188,8880,http,,,CN,Hong Kong,http://8.210.34.188:8880,"Alibaba US Technology Co., Ltd."
47.237.92.26:8880,47.237.92.26,8880,http,,,US,San Mateo,http://47.237.92.26:8880,"Alibaba US Technology Co., Ltd."
47.243.173.187:8880,47.243.173.187,8880,http,,,GB,Manchester,http://47.243.173.187:8880,"Alibaba US Technology Co., Ltd."
47.243.173.187:8880,47.243.173.187,8880,http,,,GB,Manchester,http://47.243.173.187:8880,"Alibaba US Technology Co., Ltd."
47.243.42.155:8080,47.243.42.155,8080,http,,,US,San Mateo,http://47.243.42.155:8080,"Alibaba US Technology Co., Ltd."
47.243.42.155:8080,47.243.42.155,8080,http,,,US,San Mateo,http://47.243.42.155:8080,"Alibaba US Technology Co., Ltd."
47.236.9.152:8080,47.236.9.152,8080,http,,,SG,Singapore,http://47.236.9.152:8080,"Alibaba US Technology Co., Ltd."
8.219.248.47:8880,8.219.248.47,8880,http,,,SG,Singapore,http://8.219.248.47:8880,"Alibaba US Technology Co., Ltd."
47.243.183.127:8880,47.243.183.127,8880,http,,,US,San Mateo,http://47.243.183.127:8880,"Alibaba US Technology Co., Ltd."
47.236.97.90:8080,47.236.97.90,8080,http,,,SG,Singapore,http://47.236.97.90:8080,"Alibaba US Technology Co., Ltd."
8.222.144.50:8880,8.222.144.50,8880,http,,,SG,Singapore,http://8.222.144.50:8880,"Alibaba US Technology Co., Ltd."
8.222.144.50:8880,8.222.144.50,8880,http,,,SG,Singapore,http://8.222.144.50:8880,"Alibaba US Technology Co., Ltd."
8.218.222.36:8080,8.218.222.36,8080,http,,,CN,Hong Kong,http://8.218.222.36:8080,"Alibaba US Technology Co., Ltd."
8.222.180.86:8880,8.222.180.86,8880,http,,,SG,Singapore,http://8.222.180.86:8880,"Alibaba US Technology Co., Ltd."
8.222.179.231:8880,8.222.179.231,8880,http,,,SG,Singapore,http://8.222.179.231:8880,"Alibaba US Technology Co., Ltd."
8.222.179.231:8880,8.222.179.231,8880,http,,,SG,Singapore,http://8.222.179.231:8880,"Alibaba US Technology Co., Ltd."
47.76.178.146:8080,47.76.178.146,8080,http,,,CN,Hong Kong,http://47.76.178.146:8080,"Alibaba US Technology Co., Ltd."
47.237.10.1:8880,47.237.10.1,8880,http,,,CN,Hong Kong,http://47.237.10.1:8880,"Alibaba US Technology Co., Ltd."
47.237.125.8:8080,47.237.125.8,8080,http,,,US,San Mateo,http://47.237.125.8:8080,"Alibaba US Technology Co., Ltd."
47.237.100.206:8080,47.237.100.206,8080,http,,,CN,Hong Kong,http://47.237.100.206:8080,"Alibaba US Technology Co., Ltd."
47.237.11.182:8880,47.237.11.182,8880,http,,,CN,Hong Kong,http://47.237.11.182:8880,"Alibaba US Technology Co., Ltd."
47.237.125.8:8080,47.237.125.8,8080,http,,,US,San Mateo,http://47.237.125.8:8080,"Alibaba US Technology Co., Ltd."
8.210.39.96:8880,8.210.39.96,8880,http,,,CN,Hong Kong,http://8.210.39.96:8880,"Alibaba US Technology Co., Ltd."
8.222.136.247:8880,8.222.136.247,8880,http,,,SG,Singapore,http://8.222.136.247:8880,"Alibaba US Technology Co., Ltd."
8.218.18.132:8880,8.218.18.132,8880,http,,,CN,Hong Kong,http://8.218.18.132:8880,"Alibaba US Technology Co., Ltd."
47.237.95.13:8880,47.237.95.13,8880,http,,,CN,Hong Kong,http://47.237.95.13:8880,"Alibaba US Technology Co., Ltd."
8.219.198.139:8880,8.219.198.139,8880,http,,,SG,Singapore,http://8.219.198.139:8880,"Alibaba US Technology Co., Ltd."
47.236.205.188:8080,47.236.205.188,8080,http,,,SG,Singapore,http://47.236.205.188:8080,"Alibaba US Technology Co., Ltd."
8.222.208.38:8880,8.222.208.38,8880,http,,,SG,Singapore,http://8.222.208.38:8880,"Alibaba US Technology Co., Ltd."
8.210.100.23:8880,8.210.100.23,8880,http,,,CN,Hong Kong,http://8.210.100.23:8880,"Alibaba US Technology Co., Ltd."
47.243.60.150:8080,47.243.60.150,8080,http,,,US,San Mateo,http://47.243.60.150:8080,"Alibaba US Technology Co., Ltd."
8.222.137.192:8880,8.222.137.192,8880,http,,,SG,Singapore,http://8.222.137.192:8880,"Alibaba US Technology Co., Ltd."
47.76.233.67:8880,47.76.233.67,8880,http,,,CN,Hong Kong,http://47.76.233.67:8880,"Alibaba US Technology Co., Ltd."
47.236.169.202:8080,47.236.169.202,8080,http,,,SG,Singapore,http://47.236.169.202:8080,"Alibaba US Technology Co., Ltd."
https://47.236.108.172,47.236.108.172,443,https,403 Forbidden,,SG,Singapore,https://47.236.108.172,"Alibaba US Technology Co., Ltd."
https://47.236.108.172,47.236.108.172,443,https,,,SG,Singapore,https://47.236.108.172,"Alibaba US Technology Co., Ltd."
47.236.169.164:8080,47.236.169.164,8080,http,,,SG,Singapore,http://47.236.169.164:8080,"Alibaba US Technology Co., Ltd."
https://47.238.193.112,47.238.193.112,443,https,,,CN,Hong Kong,https://47.238.193.112,"Alibaba US Technology Co., Ltd."
8.218.18.132:8080,8.218.18.132,8080,http,,,CN,Hong Kong,http://8.218.18.132:8080,"Alibaba US Technology Co., Ltd."
8.210.126.88:8880,8.210.126.88,8880,http,,,CN,Hong Kong,http://8.210.126.88:8880,"Alibaba US Technology Co., Ltd."
8.219.222.98:8880,8.219.222.98,8880,http,,,SG,Singapore,http://8.219.222.98:8880,"Alibaba US Technology Co., Ltd."
8.210.146.108:8880,8.210.146.108,8880,http,,,CN,Hong Kong,http://8.210.146.108:8880,"Alibaba US Technology Co., Ltd."
47.243.90.180:8880,47.243.90.180,8880,http,,,GB,Manchester,http://47.243.90.180:8880,"Alibaba US Technology Co., Ltd."
8.222.214.231:8880,8.222.214.231,8880,http,,,SG,Singapore,http://8.222.214.231:8880,"Alibaba US Technology Co., Ltd."
8.222.214.231:8880,8.222.214.231,8880,http,,,SG,Singapore,http://8.222.214.231:8880,"Alibaba US Technology Co., Ltd."
8.219.200.145:8880,8.219.200.145,8880,http,,,SG,Singapore,http://8.219.200.145:8880,"Alibaba US Technology Co., Ltd."
8.219.201.8:8880,8.219.201.8,8880,http,,,SG,Singapore,http://8.219.201.8:8880,"Alibaba US Technology Co., Ltd."
8.219.110.81:8880,8.219.110.81,8880,http,,,SG,Singapore,http://8.219.110.81:8880,"Alibaba US Technology Co., Ltd."
47.236.144.208:8080,47.236.144.208,8080,http,,,SG,Singapore,http://47.236.144.208:8080,"Alibaba US Technology Co., Ltd."
8.210.101.157:8880,8.210.101.157,8880,http,,,CN,Hong Kong,http://8.210.101.157:8880,"Alibaba US Technology Co., Ltd."
8.210.156.6:8880,8.210.156.6,8880,http,,,CN,Hong Kong,http://8.210.156.6:8880,"Alibaba US Technology Co., Ltd."
8.222.184.198:8880,8.222.184.198,8880,http,,,SG,Singapore,http://8.222.184.198:8880,"Alibaba US Technology Co., Ltd."
8.222.184.198:8880,8.222.184.198,8880,http,,,SG,Singapore,http://8.222.184.198:8880,"Alibaba US Technology Co., Ltd."
8.219.210.171:8880,8.219.210.171,8880,http,,,SG,Singapore,http://8.219.210.171:8880,"Alibaba US Technology Co., Ltd."
8.219.210.57:8880,8.219.210.57,8880,http,,,SG,Singapore,http://8.219.210.57:8880,"Alibaba US Technology Co., Ltd."
https://47.236.38.38:8080,47.236.38.38,8080,https,403 Forbidden,,SG,Singapore,https://47.236.38.38:8080,"Alibaba US Technology Co., Ltd."
47.237.95.140:8080,47.237.95.140,8080,http,,,CN,Hong Kong,http://47.237.95.140:8080,"Alibaba US Technology Co., Ltd."
https://47.236.38.38:8080,47.236.38.38,8080,https,,,SG,Singapore,https://47.236.38.38:8080,"Alibaba US Technology Co., Ltd."
8.219.83.244:8080,8.219.83.244,8080,http,,,SG,Singapore,http://8.219.83.244:8080,"Alibaba US Technology Co., Ltd."
8.219.83.244:8080,8.219.83.244,8080,http,,,SG,Singapore,http://8.219.83.244:8080,"Alibaba US Technology Co., Ltd."
47.243.51.171:8080,47.243.51.171,8080,http,,,GB,Manchester,http://47.243.51.171:8080,"Alibaba US Technology Co., Ltd."
47.243.51.171:8080,47.243.51.171,8080,http,,,GB,Manchester,http://47.243.51.171:8080,"Alibaba US Technology Co., Ltd."
47.237.11.182:8080,47.237.11.182,8080,http,,,CN,Hong Kong,http://47.237.11.182:8080,"Alibaba US Technology Co., Ltd."
8.217.154.218:8080,8.217.154.218,8080,http,,,CN,Hong Kong,http://8.217.154.218:8080,"Alibaba US Technology Co., Ltd."
47.237.14.220:8080,47.237.14.220,8080,http,,,US,San Mateo,http://47.237.14.220:8080,"Alibaba US Technology Co., Ltd."
8.217.72.0:8080,8.217.72.0,8080,http,,,CN,Hong Kong,http://8.217.72.0:8080,"Alibaba US Technology Co., Ltd."
8.217.72.0:8080,8.217.72.0,8080,http,,,CN,Hong Kong,http://8.217.72.0:8080,"Alibaba US Technology Co., Ltd."
8.213.217.30:888,8.213.217.30,888,http,,,TH,Bangkok,http://8.213.217.30:888,"Alibaba US Technology Co., Ltd."
https://47.243.131.152:55555,47.243.131.152,55555,https,,,GB,Manchester,https://47.243.131.152:55555,"Alibaba US Technology Co., Ltd."
https://8.220.181.229,8.220.181.229,443,https,,,PH,Manila,https://8.220.181.229,"Alibaba US Technology Co., Ltd."
https://47.238.170.225,47.238.170.225,443,https,,,CN,Hong Kong,https://47.238.170.225,"Alibaba US Technology Co., Ltd."
https://8.219.131.168,8.219.131.168,443,https,,,SG,Singapore,https://8.219.131.168,"Alibaba US Technology Co., Ltd."
https://8.222.130.58,8.222.130.58,443,https,,,SG,Singapore,https://8.222.130.58,"Alibaba US Technology Co., Ltd."
https://47.242.192.198:444,47.242.192.198,444,https,,,CN,Hong Kong,https://47.242.192.198:444,"Alibaba US Technology Co., Ltd."
https://47.242.192.198:444,47.242.192.198,444,https,403 Forbidden,,CN,Hong Kong,https://47.242.192.198:444,"Alibaba US Technology Co., Ltd."
https://47.236.25.181,47.236.25.181,443,https,,,SG,Singapore,https://47.236.25.181,"Alibaba US Technology Co., Ltd."
https://8.219.113.50,8.219.113.50,443,https,,,SG,Singapore,https://8.219.113.50,"Alibaba US Technology Co., Ltd."
8.219.42.72:2052,8.219.42.72,2052,http,,,SG,Singapore,http://8.219.42.72:2052,"Alibaba US Technology Co., Ltd."
https://8.209.127.92,8.209.127.92,443,https,403 Forbidden,,DE,Frankfurt am Main,https://8.209.127.92,"Alibaba US Technology Co., Ltd."
8.210.255.94:443,8.210.255.94,443,http,,,CN,Hong Kong,http://8.210.255.94:443,"Alibaba US Technology Co., Ltd."
https://8.209.127.92,8.209.127.92,443,https,,,DE,Frankfurt am Main,https://8.209.127.92,"Alibaba US Technology Co., Ltd."
https://8.211.20.83,8.211.20.83,443,https,,,DE,Frankfurt am Main,https://8.211.20.83,"Alibaba US Technology Co., Ltd."
https://8.213.211.213,8.213.211.213,443,https,403 Forbidden,,TH,Bangkok,https://8.213.211.213,"Alibaba US Technology Co., Ltd."
https://8.213.211.213,8.213.211.213,443,https,,,TH,Bangkok,https://8.213.211.213,"Alibaba US Technology Co., Ltd."
8.218.92.195:8080,8.218.92.195,8080,http,,,CN,Hong Kong,http://8.218.92.195:8080,"Alibaba US Technology Co., Ltd."
https://8.217.217.28,8.217.217.28,443,https,,,CN,Hong Kong,https://8.217.217.28,"Alibaba US Technology Co., Ltd."
https://8.217.224.79,8.217.224.79,443,https,,,CN,Hong Kong,https://8.217.224.79,"Alibaba US Technology Co., Ltd."
8.219.110.248:8080,8.219.110.248,8080,http,,,SG,Singapore,http://8.219.110.248:8080,"Alibaba US Technology Co., Ltd."
https://8.217.183.7,8.217.183.7,443,https,,,CN,Hong Kong,https://8.217.183.7,"Alibaba US Technology Co., Ltd."
https://8.217.98.30,8.217.98.30,443,https,,,CN,Hong Kong,https://8.217.98.30,"Alibaba US Technology Co., Ltd."
8.217.171.39:8080,8.217.171.39,8080,http,,,CN,Hong Kong,http://8.217.171.39:8080,"Alibaba US Technology Co., Ltd."
8.217.121.207:8080,8.217.121.207,8080,http,,,CN,Hong Kong,http://8.217.121.207:8080,"Alibaba US Technology Co., Ltd."
8.219.83.244:2082,8.219.83.244,2082,http,,,SG,Singapore,http://8.219.83.244:2082,"Alibaba US Technology Co., Ltd."
8.219.98.13:2083,8.219.98.13,2083,http,,,SG,Singapore,http://8.219.98.13:2083,"Alibaba US Technology Co., Ltd."
8.219.110.248:2052,8.219.110.248,2052,http,,,SG,Singapore,http://8.219.110.248:2052,"Alibaba US Technology Co., Ltd."
8.219.210.171:8080,8.219.210.171,8080,http,,,SG,Singapore,http://8.219.210.171:8080,"Alibaba US Technology Co., Ltd."
https://8.219.123.11:2087,8.219.123.11,2087,https,,,SG,Singapore,https://8.219.123.11:2087,"Alibaba US Technology Co., Ltd."
8.219.83.244:2086,8.219.83.244,2086,http,,,SG,Singapore,http://8.219.83.244:2086,"Alibaba US Technology Co., Ltd."
8.219.208.104:2052,8.219.208.104,2052,http,,,SG,Singapore,http://8.219.208.104:2052,"Alibaba US Technology Co., Ltd."
https://8.217.135.37:32080,8.217.135.37,32080,https,,,CN,Hong Kong,https://8.217.135.37:32080,"Alibaba US Technology Co., Ltd."
8.218.92.195:8080,8.218.92.195,8080,http,,,CN,Hong Kong,http://8.218.92.195:8080,"Alibaba US Technology Co., Ltd."
8.219.110.248:2082,8.219.110.248,2082,http,,,SG,Singapore,http://8.219.110.248:2082,"Alibaba US Technology Co., Ltd."
8.219.98.13:2052,8.219.98.13,2052,http,,,SG,Singapore,http://8.219.98.13:2052,"Alibaba US Technology Co., Ltd."
8.219.110.248:2086,8.219.110.248,2086,http,,,SG,Singapore,http://8.219.110.248:2086,"Alibaba US Technology Co., Ltd."
8.219.208.104:8080,8.219.208.104,8080,http,,,SG,Singapore,http://8.219.208.104:8080,"Alibaba US Technology Co., Ltd."
https://8.219.158.195:5555,8.219.158.195,5555,https,,,SG,Singapore,https://8.219.158.195:5555,"Alibaba US Technology Co., Ltd."
https://8.219.239.79:2083,8.219.239.79,2083,https,,,SG,Singapore,https://8.219.239.79:2083,"Alibaba US Technology Co., Ltd."
8.219.42.72:8880,8.219.42.72,8880,http,,,SG,Singapore,http://8.219.42.72:8880,"Alibaba US Technology Co., Ltd."
8.219.229.190:2083,8.219.229.190,2083,http,,,SG,Singapore,http://8.219.229.190:2083,"Alibaba US Technology Co., Ltd."
8.219.123.11:2095,8.219.123.11,2095,http,,,SG,Singapore,http://8.219.123.11:2095,"Alibaba US Technology Co., Ltd."
https://8.219.123.11:2053,8.219.123.11,2053,https,,,SG,Singapore,https://8.219.123.11:2053,"Alibaba US Technology Co., Ltd."
https://8.219.110.248:2083,8.219.110.248,2083,https,,,SG,Singapore,https://8.219.110.248:2083,"Alibaba US Technology Co., Ltd."
https://8.219.158.157,8.219.158.157,443,https,,,SG,Singapore,https://8.219.158.157,"Alibaba US Technology Co., Ltd."
8.219.239.79:2052,8.219.239.79,2052,http,,,SG,Singapore,http://8.219.239.79:2052,"Alibaba US Technology Co., Ltd."
https://8.219.122.47,8.219.122.47,443,https,,,SG,Singapore,https://8.219.122.47,"Alibaba US Technology Co., Ltd."
8.219.98.13:2086,8.219.98.13,2086,http,,,SG,Singapore,http://8.219.98.13:2086,"Alibaba US Technology Co., Ltd."
8.219.42.72:2053,8.219.42.72,2053,http,,,SG,Singapore,http://8.219.42.72:2053,"Alibaba US Technology Co., Ltd."
8.219.83.244:2052,8.219.83.244,2052,http,,,SG,Singapore,http://8.219.83.244:2052,"Alibaba US Technology Co., Ltd."
https://8.219.123.11:2083,8.219.123.11,2083,https,,,SG,Singapore,https://8.219.123.11:2083,"Alibaba US Technology Co., Ltd."
8.219.42.72:2052,8.219.42.72,2052,http,,,SG,Singapore,http://8.219.42.72:2052,"Alibaba US Technology Co., Ltd."
8.219.239.79:8080,8.219.239.79,8080,http,,,SG,Singapore,http://8.219.239.79:8080,"Alibaba US Technology Co., Ltd."
8.219.123.11:2086,8.219.123.11,2086,http,,,SG,Singapore,http://8.219.123.11:2086,"Alibaba US Technology Co., Ltd."
8.219.110.248:8080,8.219.110.248,8080,http,,,SG,Singapore,http://8.219.110.248:8080,"Alibaba US Technology Co., Ltd."
8.219.239.79:2082,8.219.239.79,2082,http,,,SG,Singapore,http://8.219.239.79:2082,"Alibaba US Technology Co., Ltd."
8.219.42.72:2082,8.219.42.72,2082,http,,,SG,Singapore,http://8.219.42.72:2082,"Alibaba US Technology Co., Ltd."
8.220.212.114,8.220.212.114,80,http,,,KR,Seoul,http://8.220.212.114,"Alibaba US Technology Co., Ltd."
8.219.229.190:8080,8.219.229.190,8080,http,,,SG,Singapore,http://8.219.229.190:8080,"Alibaba US Technology Co., Ltd."
8.222.184.198:2086,8.222.184.198,2086,http,,,SG,Singapore,http://8.222.184.198:2086,"Alibaba US Technology Co., Ltd."
8.222.184.198:2082,8.222.184.198,2082,http,,,SG,Singapore,http://8.222.184.198:2082,"Alibaba US Technology Co., Ltd."
8.222.145.43:2082,8.222.145.43,2082,http,,,SG,Singapore,http://8.222.145.43:2082,"Alibaba US Technology Co., Ltd."
8.220.212.172,8.220.212.172,80,http,,,KR,Seoul,http://8.220.212.172,"Alibaba US Technology Co., Ltd."
147.139.44.137,147.139.44.137,80,http,,,IN,Mumbai,http://147.139.44.137,"Alibaba US Technology Co., Ltd."
8.217.181.213,8.217.181.213,80,http,,,CN,Hong Kong,http://8.217.181.213,"Alibaba US Technology Co., Ltd."
8.219.78.1,8.219.78.1,80,http,,,SG,Singapore,http://8.219.78.1,"Alibaba US Technology Co., Ltd."
8.219.77.222,8.219.77.222,80,http,,,SG,Singapore,http://8.219.77.222,"Alibaba US Technology Co., Ltd."
47.76.213.245,47.76.213.245,80,http,,,CN,Hong Kong,http://47.76.213.245,"Alibaba US Technology Co., Ltd."
147.139.39.136,147.139.39.136,80,http,,,IN,Mumbai,http://147.139.39.136,"Alibaba US Technology Co., Ltd."
https://47.250.38.203:80,47.250.38.203,80,https,,,MY,Kuala Lumpur,https://47.250.38.203:80,"Alibaba US Technology Co., Ltd."
147.139.39.136,147.139.39.136,80,http,,,IN,Mumbai,http://147.139.39.136,"Alibaba US Technology Co., Ltd."
47.238.40.58,47.238.40.58,80,http,,,CN,Hong Kong,http://47.238.40.58,"Alibaba US Technology Co., Ltd."
https://47.250.57.136:80,47.250.57.136,80,https,,,MY,Kuala Lumpur,https://47.250.57.136:80,"Alibaba US Technology Co., Ltd."
47.243.173.187,47.243.173.187,80,http,,,GB,Manchester,http://47.243.173.187,"Alibaba US Technology Co., Ltd."
8.218.11.90,8.218.11.90,80,http,,,CN,Hong Kong,http://8.218.11.90,"Alibaba US Technology Co., Ltd."
47.236.0.123,47.236.0.123,80,http,403 Forbidden,,SG,Singapore,http://47.236.0.123,"Alibaba US Technology Co., Ltd."
47.236.80.110,47.236.80.110,80,http,,,SG,Singapore,http://47.236.80.110,"Alibaba US Technology Co., Ltd."
47.250.153.55,47.250.153.55,80,http,,,MY,Kuala Lumpur,http://47.250.153.55,"Alibaba US Technology Co., Ltd."
8.210.101.157,8.210.101.157,80,http,,,CN,Hong Kong,http://8.210.101.157,"Alibaba US Technology Co., Ltd."
8.219.77.141,8.219.77.141,80,http,,,SG,Singapore,http://8.219.77.141,"Alibaba US Technology Co., Ltd."
47.236.170.225,47.236.170.225,80,http,,,SG,Singapore,http://47.236.170.225,"Alibaba US Technology Co., Ltd."
8.218.201.73,8.218.201.73,80,http,,,CN,Hong Kong,http://8.218.201.73,"Alibaba US Technology Co., Ltd."
https://47.242.232.190:80,47.242.232.190,80,https,,,CN,Hong Kong,https://47.242.232.190:80,"Alibaba US Technology Co., Ltd."
47.77.2.87,47.77.2.87,80,http,,,CA,Toronto,http://47.77.2.87,"Alibaba US Technology Co., Ltd."
https://47.250.176.157:80,47.250.176.157,80,https,403 Forbidden,,MY,Kuala Lumpur,https://47.250.176.157:80,"Alibaba US Technology Co., Ltd."
47.242.183.7,47.242.183.7,80,http,,,CN,Hong Kong,http://47.242.183.7,"Alibaba US Technology Co., Ltd."
https://47.238.111.171:80,47.238.111.171,80,https,,,CN,Hong Kong,https://47.238.111.171:80,"Alibaba US Technology Co., Ltd."
8.219.198.139,8.219.198.139,80,http,,,SG,Singapore,http://8.219.198.139,"Alibaba US Technology Co., Ltd."
8.219.111.147,8.219.111.147,80,http,,,SG,Singapore,http://8.219.111.147,"Alibaba US Technology Co., Ltd."
47.236.172.95,47.236.172.95,80,http,,,SG,Singapore,http://47.236.172.95,"Alibaba US Technology Co., Ltd."
47.236.172.95,47.236.172.95,80,http,,,SG,Singapore,http://47.236.172.95,"Alibaba US Technology Co., Ltd."
https://8.218.31.176:80,8.218.31.176,80,https,403 Forbidden,,CN,Hong Kong,https://8.218.31.176:80,"Alibaba US Technology Co., Ltd."
https://8.218.31.176:80,8.218.31.176,80,https,,,CN,Hong Kong,https://8.218.31.176:80,"Alibaba US Technology Co., Ltd."
8.218.48.92,8.218.48.92,80,http,,,CN,Hong Kong,http://8.218.48.92,"Alibaba US Technology Co., Ltd."
8.217.221.165:2052,8.217.221.165,2052,http,,,CN,Hong Kong,http://8.217.221.165:2052,"Alibaba US Technology Co., Ltd."
8.222.184.198:2052,8.222.184.198,2052,http,,,SG,Singapore,http://8.222.184.198:2052,"Alibaba US Technology Co., Ltd."
